Nr.,Sursa,Nume Document,Link Download,Pagina Gasita
295,Inspectoratul de Stat in Constructii (ISC),Strategia anuala de achizitii publice 2018,https://isc.gov.ro/files/2018/Achizitii/Strategia anuala de achizitii publice 2018.pdf,https://isc.gov.ro/program_achizitii_2018.html
296,Inspectoratul de Stat in Constructii (ISC),PAAP 2018,https://isc.gov.ro/files/2018/Achizitii/PAAP 2018.pdf,https://isc.gov.ro/program_achizitii_2018.html
297,Agentia Nationala pentru Achizitii Publice (ANAP),Programul anual – 2024,https://anap.gov.ro/web/wp-content/uploads/2024/01/PAAP-LA-29.01.2024-anonimizat-.pdf,https://anap.gov.ro/web/rapoarte-de-evaluare-a-implementarii-legii-nr-522003/programul-anual/
298,Agentia Nationala pentru Achizitii Publice (ANAP),Anexa 1 la PAAP 2023,https://anap.gov.ro/web/wp-content/uploads/2023/05/Anexa-1-la-PAAP-2023.pdf,https://anap.gov.ro/web/rapoarte-de-evaluare-a-implementarii-legii-nr-522003/programul-anual/
299,Agentia Nationala pentru Achizitii Publice (ANAP),Programul anual 2023,https://anap.gov.ro/web/wp-content/uploads/2023/05/PAAP-2023.pdf,https://anap.gov.ro/web/rapoarte-de-evaluare-a-implementarii-legii-nr-522003/programul-anual/
300,Agentia Nationala pentru Achizitii Publice (ANAP),Anexa 1 la PAAP – 31.03.2022,https://anap.gov.ro/web/wp-content/uploads/2022/06/ANEXA-1-LA-PAAP-ACTUALIZATA.pdf,https://anap.gov.ro/web/rapoarte-de-evaluare-a-implementarii-legii-nr-522003/programul-anual/
301,Agentia Nationala pentru Achizitii Publice (ANAP),Anexa 1 la PAAP – 14.01.2022,https://anap.gov.ro/web/wp-content/uploads/2022/06/ANEXA-1-LA-PAAP-LA-14.01.2022.pdf,https://anap.gov.ro/web/rapoarte-de-evaluare-a-implementarii-legii-nr-522003/programul-anual/
302,Agentia Nationala pentru Achizitii Publice (ANAP),Program anual 2022,https://anap.gov.ro/web/wp-content/uploads/2022/06/PLAN-PAAP-2022.pdf,https://anap.gov.ro/web/rapoarte-de-evaluare-a-implementarii-legii-nr-522003/programul-anual/
303,Agentia Nationala pentru Achizitii Publice (ANAP),Program anual 2020,https://anap.gov.ro/web/wp-content/uploads/2020/08/PAAP-la-27.07.2020.pdf,https://anap.gov.ro/web/rapoarte-de-evaluare-a-implementarii-legii-nr-522003/programul-anual/
304,Agentia Nationala pentru Achizitii Publice (ANAP),Program anual 2018,https://anap.gov.ro/web/wp-content/uploads/2018/08/PROGRAMUL-ANUAL-AL-ACHIZITIILOR-PUBLICE-2018.pdf,https://anap.gov.ro/web/rapoarte-de-evaluare-a-implementarii-legii-nr-522003/programul-anual/
305,Agentia Nationala pentru Achizitii Publice (ANAP),Program anual 2017,https://anap.gov.ro/web/wp-content/uploads/2018/08/PROGRAMUL-ANUAL-AL-ACHIZITIILOR-PUBLICE-2017.pdf,https://anap.gov.ro/web/rapoarte-de-evaluare-a-implementarii-legii-nr-522003/programul-anual/
306,Agentia Nationala pentru Achizitii Publice (ANAP),Program anual 2016,https://anap.gov.ro/web/wp-content/uploads/2017/02/PAAP-2016.pdf,https://anap.gov.ro/web/rapoarte-de-evaluare-a-implementarii-legii-nr-522003/programul-anual/
307,Agentia Nationala pentru Achizitii Publice (ANAP),Program anual 2015,https://anap.gov.ro/web/wp-content/uploads/2015/12/Plan-achizitii-2015.pdf,https://anap.gov.ro/web/rapoarte-de-evaluare-a-implementarii-legii-nr-522003/programul-anual/
308,SGG,Programul anual al achizitiilor publice pe anul 2024 – SGG activitate proprie,https://sgg.gov.ro/1/wp-content/uploads/2024/03/PAAP.pdf,https://sgg.gov.ro/1/interes-public/achizitii-publice/
309,SGG,Programul anual al achizitiilor publice pe anul 2023 – SGG activitate proprie,https://sgg.gov.ro/1/wp-content/uploads/2023/03/Plan-anual-achizitii-publice-2023.pdf,https://sgg.gov.ro/1/interes-public/achizitii-publice/
310,SGG,Programul anual al achizițiilor publice pe anul 2022 – SGG activitate proprie,https://sgg.gov.ro/1/wp-content/uploads/2022/04/PAAP-2022.pdf,https://sgg.gov.ro/1/interes-public/achizitii-publice/
311,SGG,Programul anual al achizitiilor publice pe anul 2021 – SGG activitate proprie,https://sgg.gov.ro/1/wp-content/uploads/2016/04/DOC980.pdf,https://sgg.gov.ro/1/interes-public/achizitii-publice/
312,SGG,Programul anual al achizitiilor publice pe anul 2020 – SGG activitate proprie,https://sgg.gov.ro/1/wp-content/uploads/2016/04/PAP-2020.pdf,https://sgg.gov.ro/1/interes-public/achizitii-publice/
313,SGG,Programul anual al achizitiilor publice pe anul 2019 – SGG activitate proprie,https://sgg.gov.ro/1/wp-content/uploads/2016/04/pap-2019.pdf,https://sgg.gov.ro/1/interes-public/achizitii-publice/
314,SGG,Programul anual al achizitiilor publice pe anul 2018 – SGG activitate proprie,https://sgg.gov.ro/1/wp-content/uploads/2016/04/PAP_2avizat.pdf,https://sgg.gov.ro/1/interes-public/achizitii-publice/
315,SGG,Programul anual al achizitiilor publice pe anul 2016 – SGG activitate proprie,http://sgg.gov.ro/docs/File/SGG/financiar/2016021214.pdf,https://sgg.gov.ro/1/interes-public/achizitii-publice/
316,SGG,Programul anual al achizitiilor publice pe anul 2015 – SGG activitate proprie,http://sgg.gov.ro/docs/File/SGG/financiar/buget_15.02.2016.pdf,https://sgg.gov.ro/1/interes-public/achizitii-publice/
